Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,21851
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,22278
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,22682
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,22876
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,23245
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,23402
Total disappearance,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,23551
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2019/20,7850
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2020/21,8100
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2021/22,8150
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2022/23,8200
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2023/24,8250
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2024/25,8300
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2025/26,8350
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2026/27,8400
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2027/28,8450
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2028/29,8500
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2029/30,8550
"Soybean oil, for methyl ester",Soybean oil,Crops,Million pounds,Market year,2030/31,8600
Exports,Soybean oil,Crops,Million pounds,Market year,2019/20,2800
Exports,Soybean oil,Crops,Million pounds,Market year,2020/21,2600
Exports,Soybean oil,Crops,Million pounds,Market year,2021/22,2500
Exports,Soybean oil,Crops,Million pounds,Market year,2022/23,2400
Exports,Soybean oil,Crops,Million pounds,Market year,2023/24,2300
Exports,Soybean oil,Crops,Million pounds,Market year,2024/25,2400
Exports,Soybean oil,Crops,Million pounds,Market year,2025/26,2400
Exports,Soybean oil,Crops,Million pounds,Market year,2026/27,2500
Exports,Soybean oil,Crops,Million pounds,Market year,2027/28,2650
Exports,Soybean oil,Crops,Million pounds,Market year,2028/29,2750
Exports,Soybean oil,Crops,Million pounds,Market year,2029/30,2900
Exports,Soybean oil,Crops,Million pounds,Market year,2030/31,2950
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2019,3026
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2020,2896
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2021,3080
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2022,3093
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2023,3078
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2024,3111
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2025,3152
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2026,3188
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2027,3221
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2028,3251
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2029,3277
Exports,Beef,Livestock/Dairy,Million pounds,Calendar year,2030,3300
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2019,6321
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2020,7347
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2021,7350
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2022,7387
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2023,7424
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2024,7461
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2025,7498
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2026,7554
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2027,7611
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2028,7668
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2029,7726
Exports,Pork,Livestock/Dairy,Million pounds,Calendar year,2030,7784
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2019,7103
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2020,7246
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2021,7260
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2022,7482
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2023,7599
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2024,7730
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2025,7858
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2026,7987
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2027,8116
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2028,8245
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2029,8374
Exports,Chicken,Livestock/Dairy,Million pounds,Calendar year,2030,8503
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2019,639
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2020,550
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2021,570
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2022,622
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2023,652
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2024,670
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2025,683
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2026,693
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2027,701
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2028,710
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2029,717
Exports,Turkey,Livestock/Dairy,Million pounds,Calendar year,2030,725
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2019/20,402
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2020/21,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2021/22,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2022/23,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2023/24,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2024/25,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2025/26,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2026/27,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2027/28,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2028/29,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2029/30,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2030/31,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2019/20,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2020/21,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2021/22,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2022/23,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2023/24,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2024/25,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2025/26,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2026/27,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2027/28,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2028/29,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2029/30,400
Ending Stocks,Soybean meal,Crops,Thousand short tons,Market year,2030/31,400
Total use,Soybean meal,Crops,Thousand short tons,Market year,2019/20,51650
Total use,Soybean meal,Crops,Thousand short tons,Market year,2020/21,51800
Total use,Soybean meal,Crops,Thousand short tons,Market year,2021/22,52375
Total use,Soybean meal,Crops,Thousand short tons,Market year,2022/23,53025
Total use,Soybean meal,Crops,Thousand short tons,Market year,2023/24,53700
Total use,Soybean meal,Crops,Thousand short tons,Market year,2024/25,54375
Total use,Soybean meal,Crops,Thousand short tons,Market year,2025/26,55050
Total use,Soybean meal,Crops,Thousand short tons,Market year,2026/27,55725
Total use,Soybean meal,Crops,Thousand short tons,Market year,2027/28,56400
Total use,Soybean meal,Crops,Thousand short tons,Market year,2028/29,57075
Total use,Soybean meal,Crops,Thousand short tons,Market year,2029/30,57750
Total use,Soybean meal,Crops,Thousand short tons,Market year,2030/31,58425
Imports,Soybean meal,Crops,Thousand short tons,Market year,2019/20,620
Imports,Soybean meal,Crops,Thousand short tons,Market year,2020/21,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2021/22,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2022/23,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2023/24,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2024/25,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2025/26,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2026/27,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2027/28,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2028/29,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2029/30,400
Imports,Soybean meal,Crops,Thousand short tons,Market year,2030/31,400
Production,Soybean meal,Crops,Thousand short tons,Market year,2019/20,51028
Production,Soybean meal,Crops,Thousand short tons,Market year,2020/21,51400
Production,Soybean meal,Crops,Thousand short tons,Market year,2021/22,51975
Production,Soybean meal,Crops,Thousand short tons,Market year,2022/23,52625
Production,Soybean meal,Crops,Thousand short tons,Market year,2023/24,53300
Production,Soybean meal,Crops,Thousand short tons,Market year,2024/25,53975
Production,Soybean meal,Crops,Thousand short tons,Market year,2025/26,54650
Production,Soybean meal,Crops,Thousand short tons,Market year,2026/27,55325
Production,Soybean meal,Crops,Thousand short tons,Market year,2027/28,56000
Production,Soybean meal,Crops,Thousand short tons,Market year,2028/29,56675
Production,Soybean meal,Crops,Thousand short tons,Market year,2029/30,57350
Production,Soybean meal,Crops,Thousand short tons,Market year,2030/31,58025
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2019/20,52050
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2020/21,52200
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2021/22,52775
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2022/23,53425
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2023/24,54100
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2024/25,54775
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2025/26,55450
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2026/27,56125
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2027/28,56800
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2028/29,57475
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2029/30,58150
Total supply,Soybean meal,Crops,Thousand short tons,Market year,2030/31,58825
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2019/20,37750
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2020/21,38300
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2021/22,38725
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2022/23,39225
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2023/24,39750
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2024/25,40275
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2025/26,40800
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2026/27,41325
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2027/28,41850
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2028/29,42375
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2029/30,42900
Domestic use,Soybean meal,Crops,Thousand short tons,Market year,2030/31,43425
Exports,Soybean meal,Crops,Thousand short tons,Market year,2019/20,13900
Exports,Soybean meal,Crops,Thousand short tons,Market year,2020/21,13500
Exports,Soybean meal,Crops,Thousand short tons,Market year,2021/22,13650
Exports,Soybean meal,Crops,Thousand short tons,Market year,2022/23,13800
Exports,Soybean meal,Crops,Thousand short tons,Market year,2023/24,13950
Exports,Soybean meal,Crops,Thousand short tons,Market year,2024/25,14100
Exports,Soybean meal,Crops,Thousand short tons,Market year,2025/26,14250
Exports,Soybean meal,Crops,Thousand short tons,Market year,2026/27,14400
Exports,Soybean meal,Crops,Thousand short tons,Market year,2027/28,14550
Exports,Soybean meal,Crops,Thousand short tons,Market year,2028/29,14700
Exports,Soybean meal,Crops,Thousand short tons,Market year,2029/30,14850
Exports,Soybean meal,Crops,Thousand short tons,Market year,2030/31,15000
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2019/20,77.7
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2020/21,77.5
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2021/22,76.8
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2022/23,77.5
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2023/24,78.2
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2024/25,79
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2025/26,79.7
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2026/27,80.5
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2027/28,81.2
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2028/29,81.9
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2029/30,82.7
Yield (bushel/harvested acre),Barley,Crops,Bushels per acre,Market year,2030/31,83.4
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2019/20,167.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2020/21,178.4
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2021/22,180.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2022/23,182.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2023/24,184.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2024/25,186.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2025/26,188.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2026/27,190.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2027/28,192.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2028/29,194.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2029/30,196.5
Yield (bushel/harvested acre),Corn,Crops,Bushels per acre,Market year,2030/31,198.5
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2019/20,64.3
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2020/21,65.1
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2021/22,66.6
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2022/23,66.9
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2023/24,67.2
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2024/25,67.5
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2025/26,67.8
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2026/27,68.1
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2027/28,68.4
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2028/29,68.7
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2029/30,69
Yield (bushel/harvested acre),Oats,Crops,Bushels per acre,Market year,2030/31,69.3
Yield (bushel/harvested acre),Sorghum,Crops,Bushels per acre,Market year,2019/20,73
